A,B,C,beta_idx,beta,rel_error
200,10,200,120,0.6030150753768845,7.698126319673184
200,10,200,121,0.6080402010050251,8.589438826463262
200,10,200,122,0.6130653266331658,7.005991380369373
200,10,200,123,0.6180904522613065,5.7319574424452515
200,10,200,124,0.6231155778894473,4.624392812875506
200,10,200,125,0.628140703517588,7.511306995153495
200,10,200,126,0.6331658291457286,9.67929015591433
200,10,200,127,0.6381909547738693,8.733465272898483
200,10,200,128,0.6432160804020101,14.471234423448816
200,10,200,129,0.6482412060301508,8.215926064008793
200,10,200,130,0.6532663316582915,9.93274260593196
200,10,200,131,0.6582914572864321,4.218258976566754
200,10,200,132,0.6633165829145728,11.97625655137584
200,10,200,133,0.6683417085427136,7.864299087718642
200,10,200,134,0.6733668341708543,9.201083849764368
200,10,200,135,0.678391959798995,4.380760378045412
200,10,200,136,0.6834170854271356,5.647960626471141
200,10,200,137,0.6884422110552764,8.696195620518115
200,10,200,138,0.6934673366834171,12.481310672472455
200,10,200,139,0.6984924623115578,3.807212071888454
200,10,200,140,0.7035175879396985,13.782710855976093
200,10,200,141,0.7085427135678392,9.94612053716304
200,10,200,142,0.7135678391959799,6.605806589856547
200,10,200,143,0.7185929648241206,13.606495506336612
200,10,200,144,0.7236180904522613,8.510396382848004
200,10,200,145,0.7286432160804021,8.381180479180946
200,10,200,146,0.7336683417085427,2.268676708112098
200,10,200,147,0.7386934673366834,10.95710742362384
200,10,200,148,0.7437185929648241,8.52189563646288
200,10,200,149,0.7487437185929648,4.787068428260135
200,10,200,150,0.7537688442211056,7.490157646129823
200,10,200,151,0.7587939698492463,6.822847284445614
200,10,200,152,0.7638190954773869,2.7924380136666267
